,SID,PID,LotFrontage,LotArea,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodel,Exterior1,BsmtFinSF1,BsmtFinSF2,CentralAir,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SaleCondition,SalePrice,TotalSqftCalc,TotalBathCalc,CornerLotInd,FireplaceInd1,FireplaceInd2,FireplaceAdder1,FireplaceAdder2,CentralAirInd,BrickInd,VinylSidingInd,PoolInd,WoodDeckInd,PorchInd,QualityIndex,I2006,I2007,I2008,I2009,I2010,u,train
607,1452,907227050,60,7180,Inside,CollgCr,1Story,5,7,1972,1972,HdBoard,390,0,Y,864,0,0,1,0,3,5,0,1,352,0,0,0,0,0,0,5,2008,Normal,127000,1254,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.7268020263873041,0.0
608,1454,907250020,75,9742,Inside,CollgCr,1Story,8,5,2002,2002,VinylSd,0,0,Y,1795,0,0,2,0,3,7,1,2,534,171,159,0,0,0,0,9,2008,Normal,230000,1795,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,40,0.0,0.0,1.0,0.0,0.0,0.600680484669283,1.0
609,1455,907251090,75,9473,Inside,CollgCr,2Story,8,5,2002,2002,VinylSd,804,0,Y,2031,1,0,2,1,3,7,1,2,577,0,211,0,0,0,0,3,2008,Normal,237000,2835,3.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,40,0.0,0.0,1.0,0.0,0.0,0.2782203098759055,1.0
610,1458,907254020,73,9066,Inside,CollgCr,2Story,8,5,1999,2000,VinylSd,668,0,Y,1852,0,0,2,1,3,7,2,3,660,224,106,0,0,0,0,12,2008,Normal,230000,2520,2.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,40,0.0,0.0,1.0,0.0,0.0,0.2494886175263673,1.0
611,1459,907254090,75,11404,Inside,CollgCr,2Story,7,5,1998,1999,VinylSd,252,0,Y,2031,0,0,2,1,3,8,1,2,541,192,84,0,0,0,0,7,2008,Normal,222500,2283,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.7416442802641541,0.0
612,1464,907262030,65,8158,Inside,CollgCr,2Story,7,5,2003,2003,VinylSd,550,0,Y,1768,1,0,2,1,3,8,0,2,543,0,63,0,0,0,0,7,2008,Normal,224900,2318,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.3050196978729218,1.0
613,1465,907262060,41,10905,CulDSac,CollgCr,2Story,7,5,2003,2003,VinylSd,0,0,Y,2327,0,0,2,1,4,9,1,2,596,0,57,0,0,0,0,8,2008,Normal,240000,2327,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.8976582761388272,0.0
614,1466,907262070,72,7226,CulDSac,CollgCr,2Story,7,5,2003,2003,VinylSd,0,0,Y,1640,0,0,2,1,3,6,0,2,595,0,45,0,0,0,0,6,2008,Normal,183000,1640,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.501953003462404,1.0
615,1467,907265100,96,11690,Inside,CollgCr,2Story,8,5,1999,2000,VinylSd,0,0,Y,1764,0,0,2,1,3,7,1,2,560,120,29,0,0,0,0,6,2008,Normal,207000,1764,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,40,0.0,0.0,1.0,0.0,0.0,0.480528226820752,1.0
616,1468,907285080,70,8750,Inside,CollgCr,2Story,7,5,1994,1995,VinylSd,642,0,Y,1908,1,0,2,1,4,8,1,2,493,144,133,0,0,0,0,7,2008,Normal,210000,2550,3.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.7960634585469961,0.0
617,1471,907295020,75,13125,Inside,CollgCr,1Story,6,5,1997,1998,VinylSd,994,0,Y,1493,1,0,2,0,3,7,1,2,508,140,39,0,0,0,0,4,2008,Normal,208900,2487,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,30,0.0,0.0,1.0,0.0,0.0,0.8394042409490794,0.0
618,1473,907405020,70,9135,Inside,CollgCr,1Story,7,5,2002,2003,VinylSd,810,0,Y,1536,1,0,2,0,3,7,0,2,532,192,74,0,0,0,0,12,2008,Normal,214000,2346,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.0382775510661304,1.0
619,1474,907405140,65,8450,Inside,CollgCr,2Story,7,5,2003,2003,VinylSd,706,0,Y,1710,1,0,2,1,3,8,0,2,548,0,61,0,0,0,0,2,2008,Normal,208500,2416,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.23460429185070097,1.0
620,1475,907412040,75,9750,Inside,CollgCr,1Story,7,5,2004,2004,VinylSd,24,0,Y,1445,0,0,2,0,3,6,0,2,470,0,35,0,0,0,0,6,2008,Normal,186500,1469,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.12316193617880344,1.0
621,1476,907412070,65,8450,Inside,CollgCr,1Story,7,5,2004,2004,VinylSd,946,0,Y,1436,1,0,2,0,3,8,0,2,484,139,98,0,0,0,0,4,2008,Normal,210000,2382,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.6795556046999991,1.0
622,1477,907412080,64,8320,Inside,CollgCr,2Story,7,5,2004,2004,VinylSd,490,0,Y,1582,0,0,2,1,3,6,0,2,520,0,45,0,0,0,0,9,2008,Normal,185900,2072,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.10110744857229292,1.0
623,1478,907412090,85,11049,Corner,CollgCr,1Story,8,5,2007,2007,VinylSd,0,0,Y,1234,0,0,2,0,3,7,0,2,484,0,30,0,0,0,0,1,2008,Normal,179900,1234,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,40,0.0,0.0,1.0,0.0,0.0,0.26197121967561543,1.0
624,1479,907418010,85,11058,Corner,CollgCr,1Story,7,6,2007,2007,VinylSd,56,0,Y,1564,0,0,2,0,3,6,0,3,814,0,24,0,0,0,0,2,2008,Normal,218836,1620,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,42,0.0,0.0,1.0,0.0,0.0,0.7453296203166246,0.0
625,1480,907418040,74,9627,Inside,CollgCr,1Story,7,5,2007,2007,VinylSd,24,0,Y,1361,0,0,2,0,3,6,0,2,610,0,50,0,0,0,0,6,2008,Normal,193000,1385,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.41027156892232597,1.0
626,1481,907420080,63,8199,Inside,CollgCr,2Story,7,5,2005,2005,WdShing,648,0,Y,1456,1,0,2,1,3,7,1,2,410,36,18,0,0,0,0,10,2008,Normal,189000,2104,3.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.7016293148044497,0.0
627,1489,908102260,75,9937,Inside,Edwards,1Story,5,6,1965,1965,HdBoard,830,290,Y,1256,1,0,1,1,3,6,0,1,276,736,68,0,0,0,0,6,2008,Normal,147500,2376,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30,0.0,0.0,1.0,0.0,0.0,0.21470763953402638,1.0
628,1491,908103280,65,6500,Inside,Edwards,1Story,6,6,1976,1976,HdBoard,1033,0,Y,1127,0,1,1,1,3,6,1,2,480,0,0,138,0,0,0,5,2008,Normal,135000,2160,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36,0.0,0.0,1.0,0.0,0.0,0.663096675882116,1.0
629,1493,908128050,90,10012,Inside,Edwards,SFoyer,4,5,1972,1972,Plywood,920,180,Y,1181,1,0,2,0,3,6,0,2,588,0,0,180,0,0,0,4,2008,Normal,137500,2281,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20,0.0,0.0,1.0,0.0,0.0,0.987300255568698,0.0
630,1494,908128110,60,6931,Inside,Edwards,2Story,7,5,2003,2004,VinylSd,0,0,Y,1656,0,0,2,1,3,7,1,2,397,178,128,0,0,0,0,7,2008,Normal,165400,1656,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.37229722389020026,1.0
631,1496,908152110,72,7200,Inside,Edwards,2Story,6,7,1976,2001,Plywood,288,0,Y,1398,0,0,1,1,3,6,1,2,440,0,0,0,0,0,0,2,2008,Normal,160500,1686,1.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42,0.0,0.0,1.0,0.0,0.0,0.3411286431364715,1.0
632,1497,908152270,60,7024,Inside,Edwards,1Story,4,5,2005,2005,VinylSd,1024,0,Y,1132,1,0,1,1,2,5,0,2,451,252,64,0,0,0,0,6,2008,Normal,176000,2156,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,20,0.0,0.0,1.0,0.0,0.0,0.6027101876679808,1.0
633,1508,908250090,68,9520,Inside,Edwards,1Story,4,5,1953,1953,MetalSd,767,0,Y,930,0,0,1,0,2,5,0,1,286,134,0,0,0,0,0,5,2008,Normal,99000,1697,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,20,0.0,0.0,1.0,0.0,0.0,0.26957764802500606,1.0
634,1510,908275180,60,8172,Inside,Edwards,1.5Fin,4,6,1954,1972,MetalSd,0,0,Y,1470,0,0,2,0,4,7,0,1,548,0,0,0,0,156,0,5,2008,Normal,135000,1470,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24,0.0,0.0,1.0,0.0,0.0,0.27994555002078414,1.0
635,1511,908275280,59,16466,Inside,Edwards,1.5Fin,5,7,1955,1955,MetalSd,0,0,Y,1393,0,0,1,1,3,8,0,1,300,121,0,0,0,265,0,4,2008,Normal,135500,1393,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.7152536052744836,0.0
636,1536,909281030,79,7801,Corner,Crawfor,1Story,6,5,1951,1951,WdShing,500,0,N,1091,0,1,1,0,2,5,1,1,344,66,105,0,0,221,0,5,2008,Normal,104000,1591,1.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30,0.0,0.0,1.0,0.0,0.0,0.28497608634643257,1.0
637,1540,909425085,70,12392,Inside,Crawfor,1.5Fin,7,9,1950,2000,VinylSd,435,0,Y,2161,1,0,2,1,3,8,2,2,506,0,96,0,0,0,0,4,2008,Normal,263400,2596,3.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,63,0.0,0.0,1.0,0.0,0.0,0.7291955223772675,0.0
638,1541,909428170,56,26073,CulDSac,Crawfor,1Story,5,5,1956,1956,BrkFace,1116,0,Y,1898,0,0,2,1,3,7,2,2,484,0,51,224,0,0,0,4,2008,Normal,236500,3014,2.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,25,0.0,0.0,1.0,0.0,0.0,0.8171518365852535,0.0
639,1551,910205010,75,6000,Inside,IDOTRR,SLvl,5,5,1967,1967,HdBoard,257,0,Y,1656,0,0,1,1,3,7,1,1,288,0,180,0,0,100,0,7,2008,Normal,126000,1913,1.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25,0.0,0.0,1.0,0.0,0.0,0.29322746046818793,1.0
640,1553,910226040,75,9000,Inside,IDOTRR,1.5Fin,5,5,1958,1958,WdShing,330,0,Y,1955,0,0,2,0,4,7,0,1,356,0,0,0,0,0,0,1,2008,Normal,165500,2285,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25,0.0,0.0,1.0,0.0,0.0,0.9128296156413853,0.0
641,1567,914475020,76,9880,Inside,Mitchel,SLvl,6,6,1977,1977,Plywood,522,0,Y,1118,1,0,1,0,3,6,1,1,358,203,0,0,0,0,576,7,2008,Normal,171000,1640,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,36,0.0,0.0,1.0,0.0,0.0,0.3224805153440684,1.0
642,1568,914476010,75,10125,Inside,Mitchel,1Story,6,6,1977,1977,Plywood,641,279,Y,1279,0,1,2,0,3,6,2,2,473,238,83,0,0,0,0,2,2008,Normal,171500,2199,2.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,36,0.0,0.0,1.0,0.0,0.0,0.6970206855330616,1.0
643,1570,914476450,74,9990,Inside,Mitchel,1Story,4,5,1991,1991,HdBoard,1383,0,Y,1689,1,0,2,0,3,6,1,2,432,428,120,0,0,0,0,7,2008,Normal,228500,3072,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,20,0.0,0.0,1.0,0.0,0.0,0.2723705063108355,1.0
644,1574,916380060,74,11563,Inside,Timber,1Story,8,5,2006,2007,VinylSd,1036,0,Y,1537,1,0,2,0,3,8,0,3,788,0,26,0,0,0,0,4,2008,Normal,294000,2573,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,40,0.0,0.0,1.0,0.0,0.0,0.6903070169501007,1.0
645,1577,916386040,73,9802,Inside,Timber,SLvl,5,5,2006,2007,VinylSd,0,0,Y,1442,0,0,2,1,3,6,0,2,400,100,0,0,0,0,0,4,2008,Normal,172500,1442,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,25,0.0,0.0,1.0,0.0,0.0,0.5174596472643316,1.0
646,1578,916386080,73,9735,Inside,Timber,SLvl,5,5,2006,2007,VinylSd,0,0,Y,1394,0,0,2,1,3,7,0,2,400,100,0,0,0,0,0,5,2008,Normal,167500,1394,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,25,0.0,0.0,1.0,0.0,0.0,0.5597788328304887,1.0
647,1580,916402015,75,12890,Inside,Timber,1Story,6,5,1989,1989,Wd Sdng,0,0,Y,1495,0,0,2,0,3,8,1,2,438,252,0,192,0,0,0,7,2008,Normal,150000,1495,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30,0.0,0.0,1.0,0.0,0.0,0.14219472487457097,1.0
648,1581,916402115,47,12416,Inside,Timber,1Story,6,5,1986,1986,VinylSd,1398,208,Y,1651,1,0,2,0,3,7,1,2,616,192,0,0,0,0,0,11,2008,Normal,184000,3257,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,30,0.0,0.0,1.0,0.0,0.0,0.20851683313958347,1.0
649,1582,916402215,93,18265,Corner,Timber,1Story,6,5,1986,1986,Plywood,920,60,Y,1256,0,0,2,0,3,6,1,2,578,282,0,0,0,0,0,3,2008,Normal,180000,2236,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30,0.0,0.0,1.0,0.0,0.0,0.744995417771861,0.0
650,1584,916455120,82,11202,Inside,Timber,1Story,8,5,2003,2003,VinylSd,1029,0,Y,1440,1,0,2,0,3,7,1,2,467,185,95,0,0,0,0,6,2008,Normal,232500,2469,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,40,0.0,0.0,1.0,0.0,0.0,0.4360993776936084,1.0
651,1586,916477020,85,12244,Inside,Timber,2Story,8,5,2003,2003,VinylSd,871,0,Y,2262,1,0,2,1,4,10,2,3,749,168,0,0,0,0,0,8,2008,Normal,305000,3133,3.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,40,0.0,0.0,1.0,0.0,0.0,0.5976003687828779,1.0
652,1587,921126030,79,11449,Inside,Timber,1Story,8,5,2007,2007,VinylSd,1011,0,Y,1728,1,0,2,0,3,7,1,2,520,0,276,0,0,0,0,1,2008,Normal,298751,2739,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,40,0.0,0.0,1.0,0.0,0.0,0.5321029310580343,1.0
653,1588,921201060,85,11447,Inside,Timber,1Story,8,5,2005,2006,VinylSd,1571,0,Y,1964,1,0,2,1,3,7,1,3,892,0,265,0,0,0,0,6,2008,Normal,370000,3535,3.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,40,0.0,0.0,1.0,0.0,0.0,0.6111755936872214,1.0
654,1593,923204040,150,14137,Corner,Mitchel,SFoyer,4,5,1964,1964,HdBoard,865,247,Y,1200,1,0,1,0,3,6,0,3,850,0,119,0,0,171,0,11,2008,Normal,173000,2312,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20,0.0,0.0,1.0,0.0,0.0,0.6822044737637043,1.0
655,1602,923250210,100,21750,Inside,Mitchel,1Story,5,5,1954,1954,HdBoard,0,0,Y,988,0,0,1,0,2,4,0,2,520,0,0,0,0,0,0,2,2008,Normal,113000,988,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25,0.0,0.0,1.0,0.0,0.0,0.9338137900922447,0.0
656,1603,923252100,59,6490,Inside,Mitchel,1Story,5,7,1983,1983,VinylSd,534,0,Y,816,0,1,1,0,2,4,0,1,264,315,0,0,0,0,0,4,2008,Normal,128500,1350,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.31439699581824243,1.0
657,1604,923275090,37,6951,CulDSac,Mitchel,1Story,5,5,1984,1985,HdBoard,658,0,Y,923,1,0,1,0,3,5,0,1,264,362,0,0,0,0,0,10,2008,Normal,119500,1581,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,25,0.0,0.0,1.0,0.0,0.0,0.3688739212229848,1.0
658,1605,923277030,60,6600,Inside,Mitchel,1Story,5,9,1982,2008,VinylSd,641,0,Y,816,0,1,1,0,3,5,1,1,264,0,0,0,0,0,0,10,2008,Normal,130500,1457,1.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,45,0.0,0.0,1.0,0.0,0.0,0.14893065323121846,1.0
659,1606,923277040,60,6600,Inside,Mitchel,1Story,5,8,1982,2003,HdBoard,816,0,Y,816,1,0,1,0,2,4,0,2,816,0,0,0,0,0,0,6,2008,Normal,138000,1632,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,40,0.0,0.0,1.0,0.0,0.0,0.688834298402071,1.0
660,1607,923277080,60,6600,Inside,Mitchel,1Story,5,6,1982,2005,HdBoard,638,0,Y,845,0,0,1,0,3,6,0,1,264,0,0,0,0,0,0,7,2008,Normal,134500,1483,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,1.0,0.0,0.0,0.5213512680493295,1.0
661,1609,923426010,74,12395,Corner,Mitchel,1Story,5,6,1984,1984,HdBoard,647,0,Y,889,0,0,1,0,3,6,0,2,484,0,0,0,0,0,0,4,2008,Normal,137500,1536,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,1.0,0.0,0.0,0.6272276099771261,1.0
662,1612,526352080,85,10667,Inside,NAmes,1Story,6,6,1971,1971,MetalSd,838,0,Y,1587,0,0,2,0,3,7,1,2,525,0,44,0,0,0,0,3,2007,Normal,167300,2425,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36,0.0,1.0,0.0,0.0,0.0,0.14008594141341746,1.0
663,1613,526352090,85,10628,Inside,NAmes,1Story,7,5,1970,1970,Plywood,778,0,Y,1277,1,0,1,0,2,5,1,2,526,0,0,0,0,176,0,4,2007,Normal,167000,2055,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35,0.0,1.0,0.0,0.0,0.0,0.7804558638017625,0.0
664,1614,526355170,95,13651,Inside,NAmes,1Story,7,6,1973,1973,Plywood,1880,0,Y,2223,1,0,2,0,3,8,2,2,516,300,0,0,0,0,0,2,2007,Normal,244000,4103,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,42,0.0,1.0,0.0,0.0,0.0,0.16025594645179808,1.0
665,1615,526355190,95,15865,Inside,NAmes,1Story,8,6,1970,1970,Wd Sdng,351,823,Y,2217,1,0,2,0,4,8,1,2,621,81,207,0,0,224,0,10,2007,Normal,268000,3391,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,48,0.0,1.0,0.0,0.0,0.0,0.6199522677343339,1.0
666,1619,527110120,57,8773,Inside,Gilbert,2Story,6,5,1997,1997,VinylSd,0,0,Y,1600,0,0,2,1,3,7,1,2,460,100,38,0,0,0,0,8,2007,Normal,169000,1600,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,30,0.0,1.0,0.0,0.0,0.0,0.9439339963719249,0.0
667,1620,527110130,56,8872,Inside,Gilbert,SLvl,6,5,1997,1997,VinylSd,0,0,Y,1384,0,0,2,1,3,7,1,2,390,0,0,0,0,0,0,3,2007,Normal,161500,1384,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,30,0.0,1.0,0.0,0.0,0.0,0.15455569932237267,1.0
668,1624,527162080,63,7875,Inside,Gilbert,2Story,7,5,1996,1996,HdBoard,414,0,Y,1553,0,0,2,1,3,6,0,2,420,0,44,0,0,0,0,8,2007,Normal,178750,1967,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35,0.0,1.0,0.0,0.0,0.0,0.7056487668305635,0.0
669,1625,527162090,63,7875,Inside,Gilbert,1Story,7,5,1995,1996,HdBoard,0,0,Y,1253,0,0,2,0,3,6,1,2,402,220,21,0,0,0,0,6,2007,Normal,176000,1253,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35,0.0,1.0,0.0,0.0,0.0,0.29114103224128485,1.0
670,1626,527162140,60,7500,Inside,Gilbert,2Story,6,5,1999,2003,VinylSd,0,0,Y,2299,0,0,3,1,5,7,1,2,482,188,30,0,0,0,0,8,2007,Normal,204000,2299,3.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,30,0.0,1.0,0.0,0.0,0.0,0.5011395993642509,1.0
671,1636,527210060,86,14157,Corner,StoneBr,1Story,9,5,2005,2006,VinylSd,1249,0,Y,1922,1,0,2,0,3,8,1,3,676,178,51,0,0,0,0,7,2007,Normal,377426,3171,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,45,0.0,1.0,0.0,0.0,0.0,0.2893449265975505,1.0
672,1637,527212060,98,12328,Inside,StoneBr,2Story,8,5,2005,2005,VinylSd,986,0,Y,2541,1,0,3,1,4,10,1,3,729,120,32,0,0,0,0,7,2007,Normal,349265,3527,4.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,40,0.0,1.0,0.0,0.0,0.0,0.6585981205571443,1.0
673,1642,527256030,85,14082,Inside,StoneBr,1Story,8,5,2006,2006,VinylSd,1558,0,Y,2234,1,0,1,1,1,7,1,2,724,390,80,0,0,0,0,1,2007,Normal,441929,3792,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,40,0.0,1.0,0.0,0.0,0.0,0.34197423746809363,1.0
674,1647,527302060,78,12090,Inside,NWAmes,2Story,7,7,1981,2003,MetalSd,321,0,Y,1479,0,0,2,1,3,6,1,2,484,167,72,0,0,0,0,3,2007,Normal,176000,1800,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,49,0.0,1.0,0.0,0.0,0.0,0.07032856508158147,1.0
675,1648,527302090,93,12299,Inside,NWAmes,1Story,7,6,1978,1985,Plywood,1328,0,Y,1664,1,0,2,0,3,7,1,2,663,0,0,0,0,0,0,9,2007,Normal,213000,2992,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42,0.0,1.0,0.0,0.0,0.0,0.7801168079022318,0.0
676,1649,527325090,61,11339,Inside,NWAmes,2Story,7,5,1979,1979,HdBoard,758,0,Y,1930,1,0,2,1,4,9,1,2,481,192,72,0,0,0,0,3,2007,Normal,192000,2688,3.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35,0.0,1.0,0.0,0.0,0.0,0.056874440517276525,1.0
677,1650,527325110,92,11952,Inside,NWAmes,2Story,7,6,1977,1977,WdShing,0,0,Y,1969,0,0,2,1,3,8,1,2,534,0,0,0,0,276,0,11,2007,Normal,190000,1969,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42,0.0,1.0,0.0,0.0,0.0,0.43655118136666715,1.0
678,1653,527328050,79,11850,FR2,NWAmes,1Story,6,6,1984,1984,Plywood,781,0,Y,1177,0,0,2,0,3,6,0,2,495,204,103,0,0,0,0,8,2007,Normal,151500,1958,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,36,0.0,1.0,0.0,0.0,0.0,0.6171220345422626,1.0
679,1654,527353080,80,11584,Inside,NWAmes,SLvl,7,6,1979,1979,HdBoard,315,110,Y,1725,0,0,2,1,3,6,1,2,550,0,88,216,0,0,0,11,2007,Normal,197000,2150,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42,0.0,1.0,0.0,0.0,0.0,0.10422233887948096,1.0
680,1655,527354050,80,10400,Inside,NWAmes,1Story,6,5,1979,1999,MetalSd,903,0,Y,1353,1,0,2,0,2,5,1,2,478,240,141,0,0,0,0,8,2007,Normal,192350,2256,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30,0.0,1.0,0.0,0.0,0.0,0.16478421702049673,1.0
